pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,expected,SZSResult,SZSOutput,SZSStatus,,2368
469013628,Problems_HOL_bool_free_only/NUM/NUM801^1.p,9374752,Satallax---3.4,25864,Satallax---3.4,343516,complete,38.6649,38.7358,554876,Theorem,Theorem,THM-Prf,Prf,THM,,
469013556,Problems_HOL_bool_free_only/NUM/NUM803^5.p,9374333,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.125946,0.328682,119288,CounterSatisfiable,CounterSatisfiable,CSA-Ass,Ass,CSA,,
469013571,Problems_HOL_bool_free_only/NUM/NUM804^5.p,9374371,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.125119,0.343385,119288,CounterSatisfiable,CounterSatisfiable,CSA-Ass,Ass,CSA,,
469013649,Problems_HOL_bool_free_only/NUM/NUM805^5.p,9374874,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.118579,0.352191,119288,CounterSatisfiable,CounterSatisfiable,CSA-Ass,Ass,CSA,,
469013760,Problems_HOL_bool_free_only/NUM/NUM806^5.p,9375499,Satallax---3.4,25864,Satallax---3.4,343516,complete,0.11836,0.274755,119288,CounterSatisfiable,CounterSatisfiable,CSA-Ass,Ass,CSA,,
469013787,Problems_HOL_bool_free_only/NUM/NUM807^5.p,9375723,Satallax---3.4,25864,Satallax---3.4,343516,timeout (cpu),300.14,294.716,426684,Timeout,CounterSatisfiable,TMO-Non,Non,TMO,,
469013595,Problems_HOL_bool_free_only/NUM/NUM827^5.p,9374514,Satallax---3.4,25864,Satallax---3.4,343516,complete,1.45628,1.63203,168296,Theorem,Theorem,THM-Prf,Prf,THM,,
469013682,Problems_HOL_bool_free_only/NUM/NUM828^5.p,9375006,Satallax---3.4,25864,Satallax---3.4,343516,complete,239.82,239.321,3344184,Timeout,Unknown,TMO-Non,Non,TMO,,
469013607,Problems_HOL_bool_free_only/NUM/NUM829^5.p,9374601,Satallax---3.4,25864,Satallax---3.4,343516,complete,239.939,239.318,3344184,Timeout,Unknown,TMO-Non,Non,TMO,,
469013637,Problems_HOL_bool_free_only/NUM/NUM830^5.p,9374771,Satallax---3.4,25864,Satallax---3.4,343516,complete,1.69523,1.92352,189940,Theorem,Theorem,THM-Prf,Prf,THM,,
469013589,Problems_HOL_bool_free_only/NUM/NUM924^1.p,9374478,Satallax---3.4,25864,Satallax---3.4,343516,complete,23.3645,23.4603,233456,Theorem,Theorem,THM-Prf,Prf,THM,,
469013655,Problems_HOL_bool_free_only/NUM/NUM924^2.p,9374881,Satallax---3.4,25864,Satallax---3.4,343516,complete,9.68085,9.8461,227564,Theorem,Theorem,THM-Prf,Prf,THM,,
469013634,Problems_HOL_bool_free_only/NUM/NUM925^1.p,9374765,Satallax---3.4,25864,Satallax---3.4,343516,complete,12.2226,12.3499,227204,Theorem,Theorem,THM-Prf,Prf,THM,,
